A2,1
A2.D3.A3,2
A2.E3,3
A2.E3.A3,4
A3,5
A3.A4,6
A3.B-3,7
A3.B-3.D4,8
A3.D4,9
A4,10
A4.A5,11
A4.B-4,12
A4.B4,13
A5,14
A5.B-5,15
A5.B5,16
B-2,17
B-2.A3.D4,18
B-2.E-3.B-3,19
B-2.F3,20
B-2.F3.B-3,21
B-3,22
B-3.B-4,23
B-3.C4,24
B-3.D4,25
B-4,26
B-4.C5,27
B-5,28
B2,29
B2.F#3.B3,30
B3,31
B3.C4,32
B4,33
B4.C#5,34
B5,35
B5.C#6,36
C#3,37
C#3.C#4,38
C#3.F#3,39
C#3.G#3,40
C#3.G#3.C#4,41
C#4,42
C#4.C#5,43
C#4.G#4.C#5,44
C#5,45
C#5.D5,46
C#5.E5,47
C#5.F5,48
C#6,49
C3,50
C3.A3.D4,51
C3.F3,52
C3.G3,53
C3.G3.C4,54
C3.G3.D4,55
C4,56
C4.C5,57
C4.D4,58
C4.E-4,59
C4.G#4,60
C5,61
C5.D5,62
C6,63
D2,64
D2.A2,65
D2.A2.D3,66
D2.A2.D3.F3,67
D2.D3.A3,68
D3,69
D3.A3,70
D3.A3.B-3.D4,71
D3.A3.D4,72
D3.B-3,73
D3.D4,74
D3.G3.D4,75
D4,76
D4.A4,77
D4.B-4,78
D4.C5,79
D4.D5,80
D4.E-4,81
D4.E4,82
D4.F4,83
D4.G4,84
D5,85
D5.E-5,86
D5.E5,87
D6,88
E-2,89
E-2.A3.B-3.D4,90
E-2.B-2,91
E-2.B-2.E-3,92
E-3,93
E-3.A3.B-3.D4,94
E-3.B-3,95
E-3.B-3.E-4,96
E-3.E-4,97
E-3.G3.D4,98
E-3.G3.E-4,99
E-4,100
E-4.F4,101
E-5,102
E-5.F5,103
E2,104
E2.B2,105
E2.B2.D3.E3,106
E2.B2.E3,107
E3,108
E3.B3,109
E4,110
E4.E5,111
E4.F4,112
E5,113
E5.A5,114
E5.F#5,115
E5.F5,116
F#2,117
F#2.C#3,118
F#2.C#3.F#3,119
F#2.F#3,120
F#3,121
F#3.A3.B-3.D4,122
F#3.B3,123
F#3.F#4,124
F#4,125
F#4.A4,126
F#4.F#5,127
F#5,128
F#5.A5,129
F#5.F#6,130
F2,131
F2.B-2,132
F2.C3,133
F2.C3.F3,134
F2.G2.A3.B-3.D4,135
F3,136
F3.A3,137
F3.A3.B-3.D4,138
F3.A3.D4,139
F3.A4,140
F3.B-3,141
F3.C4,142
F3.C4.F4,143
F3.C4.G#4,144
F3.C4.G4,145
F3.F4,146
F3.G3.F4,147
F4,148
F4.A4,149
F4.G4,150
F5,151
F5.F#5,152
F5.G5,153
G#2,154
G#2.E-3,155
G#2.E-3.G#3,156
G#3,157
G#3.A3.D4,158
G#3.C#4.G#4,159
G#3.C#4.G4,160
G#3.C4.G#4,161
G#3.C4.G4,162
G#4,163
G#4.B4,164
G#5,165
G#5.A5,166
G2,167
G2.A3.B-3.D4,168
G2.A3.D4,169
G2.D3,170
G2.D3.G3,171
G2.D4,172
G2.G3,173
G2.G3.D4,174
G3,175
G3.D4,176
G3.G4,177
G4,178
G4.A4,179
G4.B-4,180
G4.G5,181
G5,182
G5.A5,183
G5.B-5,184
rest,185
